#ID#	#ENTRY#	#ENTRY_POS#	#PARENT#	#PARENT_POS#	#ENTRY_SEM#	#PARENT_SEM#
926	#réflexif#	#ADJ#	#réflexivité#	#N#	#propriété#	#PROPRIETE#
927	#réfractif#	#ADJ#	#réfractivité#	#N#	#propriété#	#PROPRIETE / MESURE#
928	#réfutable#	#ADJ#	#réfutabilité#	#N#	#propriété#	#PROPRIETE#
929	#régulier#	#ADJ#	#régularité#	#N#	#RELATIONNEL#	#PROPRIETE / TAUX#
930	#rémissible#	#ADJ#	#rémissibilité#	#N#	#propriété#	#PROPRIETE#
931	#répercussif#	#ADJ#	#répercussivité#	#N#	#propriété#	#PROPRIETE#
932	#répétitif#	#ADJ#	#répétitivité#	#N#	#propriété#	#PROPRIETE#
933	#résistible#	#ADJ#	#résistibilité#	#N#	#propriété#	#PROPRIETE#
934	#résistif#	#ADJ#	#résistivité#	#N#	#propriété#	#PROPRIETE / MESURE#
935	#résoluble#	#ADJ#	#résolubilité#	#N#	#propriété#	#PROPRIETE#
936	#rétentif#	#ADJ#	#rétentivité#	#N#	#propriété#	#PROPRIETE#
937	#rétif#	#ADJ#	#rétivité#	#N#	#propriété#	#PROPRIETE#
938	#rétractible#	#ADJ#	#rétractibilité#	#N#	#propriété#	#PROPRIETE#
939	#rétractile#	#ADJ#	#rétractilité#	#N#	#propriété#	#PROPRIETE#
940	#rétroactif#	#ADJ#	#rétroactivité#	#N#	#propriété#	#PROPRIETE#
941	#réversible#	#ADJ#	#réversibilité#	#N#	#propriété#	#PROPRIETE#
942	#révisible#	#ADJ#	#révisibilité#	#N#	#propriété#	#PROPRIETE#
943	#révocable#	#ADJ#	#révocabilité#	#N#	#propriété#	#PROPRIETE#
944	#rééligible#	#ADJ#	#rééligibilité#	#N#	#propriété#	#PROPRIETE#
945	#sacral#	#ADJ#	#sacralité#	#N#	#propriété#	#PROPRIETE / RELATION#
946	#sacramental#	#ADJ#	#sacramentalité#	#N#	#propriété / RELATIONNEL#	#MERO2 / MERO4#
947	#sagace#	#ADJ#	#sagacité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
948	#salace#	#ADJ#	#salacité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
949	#salin#	#ADJ#	#salinité#	#N#	#RELATIONNEL#	#PROPRIETE / TAUX#
950	#salubre#	#ADJ#	#salubrité#	#N#	#évaluatif#	#PROPRIETE#
951	#sapide#	#ADJ#	#sapidité#	#N#	#évaluatif#	#PROPRIETE#
952	#saturable#	#ADJ#	#saturabilité#	#N#	#propriété#	#PROPRIETE#
953	#saugrenu#	#ADJ#	#saugrenuité#	#N#	#évaluatif#	#PROPRIETE / ATTITUDE / OCCURRENCE#
954	#schisteux#	#ADJ#	#schistosité#	#N#	#RELATIONNEL#	#MESURE#
955	#scientifique#	#ADJ#	#scientificité#	#N#	#RELATIONNEL#	#MERO2 / RELATION#
956	#scissipare#	#ADJ#	#scissiparité#	#N#	#propriété#	#PROPRIETE#
957	#scolaire#	#ADJ#	#scolarité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / PERIODE#
958	#scrupuleux#	#ADJ#	#scrupulosité#	#N#	#RELATIONNEL#	#PROPRIETE / ATTITUDE / OCCURRENCE#
959	#secondaire#	#ADJ#	#secondarité#	#N#	#propriété#	#PROPRIETE#
960	#sensible#	#ADJ#	#sensibilité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
961	#sensitif#	#ADJ#	#sensitivité#	#N#	#propriété#	#PROPRIETE#
962	#sensoriel#	#ADJ#	#sensorialité#	#N#	#propriété / RELATIONNEL#	#RELATION#
963	#sensuel#	#ADJ#	#sensualité#	#N#	#physique / attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
964	#sentimental#	#ADJ#	#sentimentalité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE / RELATION#
965	#septennal#	#ADJ#	#septennalité#	#N#	#?#	#PERIODE#
966	#septique#	#ADJ#	#septicité#	#N#	#propriété#	#PROPRIETE / ATTITUDE / OCCURRENCE#
967	#serviable#	#ADJ#	#serviabilité#	#N#	#propriété#	#PROPRIETE / ATTITUDE / OCCURRENCE#
968	#servile#	#ADJ#	#servilité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
969	#sexennal#	#ADJ#	#sexennalité#	#N#	#?#	#PERIODE#
970	#sexuel#	#ADJ#	#sexualité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MERO1 / RELATION#
971	#siccatif#	#ADJ#	#siccativité#	#N#	#propriété#	#PROPRIETE#
972	#similaire#	#ADJ#	#similarité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
973	#simple#	#ADJ#	#simplicité#	#N#	#attitude / évaluatif#	#PROPRIETE / ATTITUDE / OCCURRENCE#
974	#simultané#	#ADJ#	#simultanéité#	#N#	#physique#	#PROPRIETE#
975	#sincère#	#ADJ#	#sincérité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
976	#singulier#	#ADJ#	#singularité#	#N#	#propriété#	#PROPRIETE / ATTITUDE / OCCURRENCE#
977	#sinistre#	#ADJ#	#sinistralité#	#N#	#évaluatif#	#TAUX#
978	#chinois#	#ADJ#	#sinité#	#N#	#ethnique #	#PROPRIETE / APPARTENANCE#
979	#sinueux#	#ADJ#	#sinuosité#	#N#	#physique#	#PROPRIETE / OCCURRENCE#
980	#sinusoïdal#	#ADJ#	#sinusoïdalité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MESURE / MERO3#
981	#sismique#	#ADJ#	#sismicité#	#N#	#RELATIONNEL#	#PROPRIETE / MESURE / RELATION#
982	#sociable#	#ADJ#	#sociabilité#	#N#	#propriété#	#PROPRIETE#
983	#social#	#ADJ#	#socialité#	#N#	#propriété#	#PROPRIETE / ATTITUDE#
984	#solidaire#	#ADJ#	#solidarité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
985	#solide#	#ADJ#	#solidité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
986	#soluble#	#ADJ#	#solubilité#	#N#	#propriété#	#PROPRIETE / MESURE#
987	#solvable#	#ADJ#	#solvabilité#	#N#	#propriété#	#PROPRIETE#
988	#somptueux#	#ADJ#	#somptuosité#	#N#	#évaluatif#	#PROPRIETE / OBJET CONCRET#
989	#sonore#	#ADJ#	#sonorité#	#N#	#propriété#	#PROPRIETE / OBJET CONCRET#
990	#sordide#	#ADJ#	#sordidité#	#N#	#attitude#	#PROPRIETE / OCCURRENCE#
991	#soudable#	#ADJ#	#soudabilité#	#N#	#propriété#	#PROPRIETE#
992	#sourd#	#ADJ#	#sourdité#	#N#	#physique#	#PROPRIETE#
993	#spasmodique#	#ADJ#	#spasmodicité#	#N#	#RELATIONNEL#	#PROPRIETE / MERO4#
994	#spatial#	#ADJ#	#spatialité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MERO3 / RELATION#
995	#sphérique#	#ADJ#	#sphéricité#	#N#	#RELATIONNEL#	#PROPRIETE / MESURE / MERO3#
996	#spirituel#	#ADJ#	#spiritualité#	#N#	#propriété / RELATIONNEL#	#RELATION#
997	#spongieux#	#ADJ#	#spongiosité#	#N#	#RELATIONNEL#	#PROPRIETE / OBJET CONCRET#
998	#spontané#	#ADJ#	#spontanéité#	#N#	#propriété / attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
999	#sporadique#	#ADJ#	#sporadicité#	#N#	#propriété#	#PROPRIETE#
1000	#sportif#	#ADJ#	#sportivité#	#N#	#RELATIONNEL#	#PROPRIETE / RELATION#
1001	#spumeux#	#ADJ#	#spumosité#	#N#	#RELATIONNEL#	#PROPRIETE / MESURE / MERO1#
1002	#spécial#	#ADJ#	#spécialité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE / OBJET CONCRET#
1003	#spécifique#	#ADJ#	#spécificité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1004	#spécieux#	#ADJ#	#spéciosité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1005	#spéculaire#	#ADJ#	#spécularité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / OCCURRENCE / RELATION#
1006	#stable#	#ADJ#	#stabilité#	#N#	#physique / attitude#	#PROPRIETE / ATTITUDE#
1007	#stationnaire#	#ADJ#	#stationnarité#	#N#	#propriété#	#PROPRIETE#
1008	#studieux#	#ADJ#	#studiosité#	#N#	#RELATIONNEL#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1009	#stupide#	#ADJ#	#stupidité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1010	#stérile#	#ADJ#	#stérilité#	#N#	#propriété#	#PROPRIETE#
1011	#suave#	#ADJ#	#suavité#	#N#	#attitude / évaluatif#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1012	#subalterne#	#ADJ#	#subalternité#	#N#	#propriété#	#PROPRIETE#
1013	#subjectif#	#ADJ#	#subjectivité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1014	#sublime#	#ADJ#	#sublimité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
1015	#submersible#	#ADJ#	#submersibilité#	#N#	#propriété#	#PROPRIETE#
1016	#substantiel#	#ADJ#	#substantialité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MERO4 / RELATION#
1017	#substituable#	#ADJ#	#substituabilité#	#N#	#propriété#	#PROPRIETE#
1018	#substitutif#	#ADJ#	#substitutivité#	#N#	#propriété#	#PROPRIETE#
1019	#subtil#	#ADJ#	#subtilité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1020	#successible#	#ADJ#	#successibilité#	#N#	#propriété#	#PROPRIETE#
1021	#successif#	#ADJ#	#successivité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1022	#suggestible#	#ADJ#	#suggestibilité#	#N#	#propriété#	#PROPRIETE#
1023	#suggestif#	#ADJ#	#suggestivité#	#N#	#propriété#	#PROPRIETE#
1024	#superficiel#	#ADJ#	#superficialité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE#
1025	#superflu#	#ADJ#	#superfluité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
1026	#supérieur#	#ADJ#	#supériorité#	#N#	#évaluatif#	#PROPRIETE#
1027	#sourd#	#ADJ#	#surdité#	#N#	#physique#	#PROPRIETE#
1028	#susceptible#	#ADJ#	#susceptibilité#	#N#	#propriété#	#PROPRIETE / ATTITUDE#
1029	#synthétique#	#ADJ#	#synthéticité#	#N#	#propriété#	#PROPRIETE#
1030	#sécable#	#ADJ#	#sécabilité#	#N#	#propriété#	#PROPRIETE#
1031	#séculier#	#ADJ#	#sécularité#	#N#	#propriété#	#PROPRIETE#
1032	#sûr#	#ADJ#	#sécurité#	#N#	#attitude / évaluatif#	#PROPRIETE / OCCURRENCE#
1033	#sédentaire#	#ADJ#	#sédentarité#	#N#	#propriété#	#PROPRIETE#
1034	#séismique#	#ADJ#	#séismicité#	#N#	#RELATIONNEL#	#TAUX#
1035	#sélectif#	#ADJ#	#sélectivité#	#N#	#propriété#	#PROPRIETE#
1036	#sénile#	#ADJ#	#sénilité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
1037	#séparable#	#ADJ#	#séparabilité#	#N#	#propriété#	#PROPRIETE#
1038	#sérieux#	#ADJ#	#sériosité#	#N#	#attitude#	#PROPRIETE / ATTITUDE#
1039	#séreux#	#ADJ#	#sérosité#	#N#	#RELATIONNEL#	#RELATION#
1040	#serein#	#ADJ#	#sérénité#	#N#	#attitude#	#PROPRIETE / ATTITUDE#
1041	#sévère#	#ADJ#	#sévérité#	#N#	#attitude#	#PROPRIETE / ATTITUDE#
1042	#taciturne#	#ADJ#	#taciturnité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1043	#taillable#	#ADJ#	#taillabilité#	#N#	#propriété#	#PROPRIETE#
1044	#tangible#	#ADJ#	#tangibilité#	#N#	#propriété#	#PROPRIETE#
1045	#tardif#	#ADJ#	#tardivité#	#N#	#physique#	#PROPRIETE#
1046	#technique#	#ADJ#	#technicité#	#N#	#propriété#	#PROPRIETE#
1047	#temporel#	#ADJ#	#temporalité#	#N#	#propriété / RELATIONNEL#	#RELATION#
1048	#territorial#	#ADJ#	#territorialité#	#N#	#RELATIONNEL#	#MERO1 / RELATION#
1049	#testable#	#ADJ#	#testabilité#	#N#	#propriété#	#PROPRIETE#
1050	#thermal#	#ADJ#	#thermalité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MESURE#
1051	#thermique#	#ADJ#	#thermicité#	#N#	#propriété#	#MESURE#
1052	#théâtral#	#ADJ#	#théâtralité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / RELATION#
1053	#timide#	#ADJ#	#timidité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1054	#tonal#	#ADJ#	#tonalité#	#N#	#RELATIONNEL#	#RELATION#
1055	#tonique#	#ADJ#	#tonicité#	#N#	#RELATIONNEL#	#PROPRIETE / RELATION#
1056	#tortueux#	#ADJ#	#tortuosité#	#N#	#attitude / évaluatif#	#PROPRIETE / ATTITUDE#
1057	#total#	#ADJ#	#totalité#	#N#	#propriété#	#MERO3#
1058	#toxique#	#ADJ#	#toxicité#	#N#	#physique#	#PROPRIETE#
1059	#traduisible#	#ADJ#	#traductibilité#	#N#	#propriété#	#PROPRIETE#
1060	#tranquille#	#ADJ#	#tranquillité#	#N#	#attitude / évaluatif#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1061	#transitif#	#ADJ#	#transitivité#	#N#	#propriété#	#PROPRIETE#
1062	#translucide#	#ADJ#	#translucidité#	#N#	#physique#	#PROPRIETE#
1063	#transmissible#	#ADJ#	#transmissibilité#	#N#	#propriété#	#PROPRIETE#
1064	#transmutable#	#ADJ#	#transmutabilité#	#N#	#propriété#	#PROPRIETE#
1065	#triangulaire#	#ADJ#	#triangularité#	#N#	#propriété#	#PROPRIETE / MESURE / MERO3#
1066	#tridimensionnel#	#ADJ#	#tridimensionnalité#	#N#	#propriété / RELATIONNEL#	#QUANTIFICATION#
1067	#trivial#	#ADJ#	#trivialité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
1068	#tubéreux#	#ADJ#	#tubérosité#	#N#	#RELATIONNEL#	#OCCURRENCE / MERO1 / MERO4#
1069	#turbide#	#ADJ#	#turbidité#	#N#	#physique#	#PROPRIETE / TAUX#
1070	#téméraire#	#ADJ#	#témérité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1071	#ténace#	#ADJ#	#ténacité#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1072	#ténu#	#ADJ#	#ténuité#	#N#	#physique#	#PROPRIETE#
1073	#tiède#	#ADJ#	#tépidité#	#N#	#physique#	#PROPRIETE#
1074	#ubique#	#ADJ#	#ubiquité#	#N#	#physique#	#PROPRIETE#
1075	#unanime#	#ADJ#	#unanimité#	#N#	#propriété#	#PROPRIETE#
1076	#unique#	#ADJ#	#unicité#	#N#	#propriété#	#PROPRIETE#
1077	#uniforme#	#ADJ#	#uniformité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1078	#unilatéral#	#ADJ#	#unilatéralité#	#N#	#propriété / RELATIONNEL#	#QUANTIFICATION#
1079	#universel#	#ADJ#	#universalité#	#N#	#propriété#	#PROPRIETE / RELATION#
1080	#univoque#	#ADJ#	#univocité#	#N#	#propriété#	#PROPRIETE#
1081	#urbain#	#ADJ#	#urbanité#	#N#	#RELATIONNEL#	#PROPRIETE / MERO2 / MERO3 / MERO4 / RELATION#
1082	#usinable#	#ADJ#	#usinabilité#	#N#	#propriété#	#PROPRIETE#
1083	#ustensile#	#ADJ#	#ustensilité#	#N#	#propriété#	#PROPRIETE#
1084	#utile#	#ADJ#	#utilité#	#N#	#évaluatif#	#PROPRIETE#
1085	#utérin#	#ADJ#	#utérinité#	#N#	#RELATIONNEL#	#RELATION#
1086	#vide#	#ADJ#	#vacuité#	#N#	#physique#	#PROPRIETE#
1087	#valide#	#ADJ#	#validité#	#N#	#propriété#	#PROPRIETE / PERIODE#
1088	#vain#	#ADJ#	#vanité#	#N#	#propriété#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1089	#variable#	#ADJ#	#variabilité#	#N#	#propriété#	#PROPRIETE#
1090	#vassal#	#ADJ#	#vassalité#	#N#	#propriété#	#PROPRIETE#
1091	#vaste#	#ADJ#	#vastité#	#N#	#physique#	#PROPRIETE / OCCURRENCE#
1092	#venimeux#	#ADJ#	#venimosité#	#N#	#RELATIONNEL#	#PROPRIETE / MERO1#
1093	#venteux#	#ADJ#	#ventosité#	#N#	#propriété#	#PROPRIETE / MERO1#
1094	#verbeux#	#ADJ#	#verbosité#	#N#	#propriété#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1095	#verruqueux#	#ADJ#	#verrucosité#	#N#	#RELATIONNEL#	#MERO4#
1096	#versatile#	#ADJ#	#versatilité#	#N#	#évaluatif#	#PROPRIETE#
1097	#vertical#	#ADJ#	#verticalité#	#N#	#propriété#	#PROPRIETE#
1098	#viable#	#ADJ#	#viabilité#	#N#	#propriété#	#PROPRIETE#
1099	#vibratile#	#ADJ#	#vibratilité#	#N#	#propriété#	#PROPRIETE#
1100	#vicinal#	#ADJ#	#vicinalité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE#
1101	#villeux#	#ADJ#	#villosité#	#N#	#RELATIONNEL#	#PROPRIETE / OCCURRENCE / MERO4#
1102	#vineux#	#ADJ#	#vinosité#	#N#	#RELATIONNEL#	#TAUX / MERO4#
1103	#vierge#	#ADJ#	#virginité#	#N#	#physique#	#PROPRIETE#
1104	#viril#	#ADJ#	#virilité#	#N#	#attitude#	#PROPRIETE / ATTITUDE#
1105	#virtuel#	#ADJ#	#virtualité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1106	#virtuose#	#ADJ#	#virtuosité#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
1107	#vital#	#ADJ#	#vitalité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MESURE#
1108	#vitreux#	#ADJ#	#vitrosité#	#N#	#RELATIONNEL#	#PROPRIETE / MERO1#
1109	#vivipare#	#ADJ#	#viviparité#	#N#	#propriété#	#PROPRIETE#
1110	#vocal#	#ADJ#	#vocalité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / RELATION#
1111	#volatil#	#ADJ#	#volatilité#	#N#	#propriété#	#PROPRIETE#
1112	#volcanique#	#ADJ#	#volcanicité#	#N#	#RELATIONNEL#	#PROPRIETE / MERO1 / MERO4 / RELATION#
1113	#volubile#	#ADJ#	#volubilité#	#N#	#propriété#	#PROPRIETE#
1114	#volumineux#	#ADJ#	#voluminosité#	#N#	#RELATIONNEL#	#PROPRIETE / RELATION#
1115	#vorace#	#ADJ#	#voracité#	#N#	#attitude#	#PROPRIETE#
1116	#vortique#	#ADJ#	#vorticité#	#N#	#RELATIONNEL#	#RELATION#
1117	#vulgaire#	#ADJ#	#vulgarité#	#N#	#évaluatif#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1118	#vulnérable#	#ADJ#	#vulnérabilité#	#N#	#propriété#	#PROPRIETE#
1119	#vultueux#	#ADJ#	#vultuosité#	#N#	#physique#	#PROPRIETE#
1120	#végétable#	#ADJ#	#végétabilité#	#N#	#propriété#	#PROPRIETE#
1121	#végétal#	#ADJ#	#végétalité#	#N#	#physique#	#PROPRIETE / RELATION#
1122	#vénéneux#	#ADJ#	#vénénosité#	#N#	#propriété#	#PROPRIETE#
1123	#véridique#	#ADJ#	#véridicité#	#N#	#propriété#	#PROPRIETE#
1124	#vérifiable#	#ADJ#	#vérifiabilité#	#N#	#propriété#	#PROPRIETE#
1125	VRAI	#ADJ#	#vérité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1126	#zonal#	#ADJ#	#zonalité#	#N#	#RELATIONNEL#	#RELATION#
1127	#économique#	#ADJ#	#économicité#	#N#	#propriété#	#PROPRIETE#
1128	#éducable#	#ADJ#	#éducabilité#	#N#	#propriété#	#PROPRIETE#
1129	#égal#	#ADJ#	#égalité#	#N#	#propriété#	#PROPRIETE / OCCURRENCE#
1130	#élastique#	#ADJ#	#élasticité#	#N#	#propriété#	#PROPRIETE#
1131	#électif#	#ADJ#	#électivité#	#N#	#propriété#	#PROPRIETE#
1132	#électrique#	#ADJ#	#électricité#	#N#	#propriété#	#PROPRIETE / OBJET CONCRET#
1133	#éligible#	#ADJ#	#éligibilité#	#N#	#propriété#	#PROPRIETE#
1134	#élémentaire#	#ADJ#	#élémentarité#	#N#	#propriété / RELATIONNEL#	#PROPRIETE / MERO4#
1135	#émissif#	#ADJ#	#émissivité#	#N#	#propriété#	#TAUX#
1136	#émotif#	#ADJ#	#émotivité#	#N#	#propriété#	#PROPRIETE#
1137	#émétique#	#ADJ#	#éméticité#	#N#	#propriété#	#PROPRIETE#
1138	#énorme#	#ADJ#	#énormité#	#N#	#physique#	#PROPRIETE / OCCURRENCE#
1139	#éphémère#	#ADJ#	#éphémérité#	#N#	#propriété#	#PROPRIETE#
1140	#épidémique#	#ADJ#	#épidémicité#	#N#	#RELATIONNEL#	#PROPRIETE / TAUX#
1141	#équitable#	#ADJ#	#équitabilité#	#N#	#propriété#	#PROPRIETE#
1142	#érectile#	#ADJ#	#érectilité#	#N#	#propriété#	#PROPRIETE#
1143	#érogène#	#ADJ#	#érogénéité#	#N#	#physique#	#PROPRIETE#
1144	#éruptif#	#ADJ#	#éruptivité#	#N#	#propriété#	#PROPRIETE#
1145	#étanche#	#ADJ#	#étanchéité#	#N#	#propriété#	#PROPRIETE#
1146	#éventuel#	#ADJ#	#éventualité#	#N#	#propriété#	#PROPRIETE / RELATION#
1147	#acariâtre#	#ADJ#	#acariâtreté#	#N#	#attitude / évaluatif#	# PROPRIETE / ATTITUDE#
1148	#âcre#	#ADJ#	#âcreté#	#N#	#physique / psychologique / attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1149	#agile#	#ADJ#	#agileté#	#N#	#physique#	#PROPRIETE / OCCURRENCE#
1150	#ancien#	#ADJ#	#ancienneté#	#N#	#propriété#	#PROPRIETE#
1151	#bienaise#	#ADJ#	#bienaiseté#	#N#	#état#	#PROPRIETE / ATTITUDE#
1152	#brave#	#ADJ#	#braveté#	#N#	#attitude#	#PROPRIETE / ATTITUDE#
1153	#bref#	#ADJ#	#brièveté#	#N#	#physique#	#PROPRIETE#
1154	#caduque#	#ADJ#	#caduqueté#	#N#	#propriété#	#PROPRIETE#
1155	#chaste#	#ADJ#	#chasteté#	#N#	#propriété#	#PROPRIETE / ATTITUDE#
1156	#chétif#	#ADJ#	#chétiveté#	#N#	#physique / attitude#	#PROPRIETE#
1157	#chiche#	#ADJ#	#chicheté#	#N#	#évaluatif#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1158	#chien#	#ADJ#	#chienneté#	#N#	#attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1159	#chrétien#	#ADJ#	#chrétienneté#	#N#	#idéologique#	#ENSEMBLE#
1160	#citoyen#	#ADJ#	#citoyenneté#	#N#	#propriété#	#PROPRIETE#
1161	#cochon#	#ADJ#	#cochonceté#	#N#	#attitude / évaluatif#	# ATTITUDE#
1162	#concitoyen#	#ADJ#	#concitoyenneté#	#N#	#propriété#	#PROPRIETE / MEROCO#
1163	#contrarié#	#ADJ#	#contrarieté#	#N#	#psychologique#	# ATTITUDE#
1164	#débonnaire#	#ADJ#	#débonnaireté#	#N#	#attitude#	# ATTITUDE#
1165	#déshonnête#	#ADJ#	#déshonnêteté#	#N#	#attitude#	# ATTITUDE#
1166	#dur#	#ADJ#	#dureté#	#N#	#physique / attitude#	#PROPRIETE / ATTITUDE / MESURE#
1167	#entier#	#ADJ#	#entièreté#	#N#	#physique#	#PROPRIETE#
1168	#étrange#	#ADJ#	#étrangeté#	#N#	#évaluatif#	# ATTITUDE#
1169	#facétieux#	#ADJ#	#facétieuseté#	#N#	#attitude#	# ATTITUDE#
1170	#farouche#	#ADJ#	#faroucheté#	#N#	#attitude#	# ATTITUDE#
1171	FAUX	#ADJ#	#fausseté#	#N#	#propriété / attitude#	#PROPRIETE / ATTITUDE / OCCURRENCE#
1172	#ferme#	#ADJ#	#fermeté#	#N#	#physique / attitude#	#PROPRIETE / ATTITUDE#
1173	#franc#	#ADJ#	#francheté#	#N#	#attitude#	# ATTITUDE#
1174	#gai#	#ADJ#	#gaieté#	#N#	#attitude#	# ATTITUDE#
1175	#gauche#	#ADJ#	#gaucheté#	#N#	#attitude#	# ATTITUDE#
1176	#glabre#	#ADJ#	#glabreté#	#N#	#physique#	#PROPRIETE#
1177	#glorieux#	#ADJ#	#glorieuseté#	#N#	#attitude#	# ATTITUDE#
1178	#gracieux#	#ADJ#	#gracieuseté#	#N#	#attitude / évaluatif#	# ATTITUDE#
1179	#grief#	#ADJ#	#grièveté#	#N#	#évaluatif#	#PROPRIETE / OCCURRENCE#
1180	#grossier#	#ADJ#	#grossièreté#	#N#	#attitude#	# ATTITUDE#
1181	#habile#	#ADJ#	#habileté#	#N#	#attitude / évaluatif#	# ATTITUDE#
1182	#hâtif#	#ADJ#	#hâtiveté#	#N#	#attitude / évaluatif#	# ATTITUDE#
1183	#honnête#	#ADJ#	#honnêteté#	#N#	#attitude#	# ATTITUDE#
1184	#immédiat#	#ADJ#	#immédiateté#	#N#	#physique#	#PROPRIETE / PERIODE#
1185	#impur#	#ADJ#	#impureté#	#N#	#propriété#	#PROPRIETE / OBJET CONCRET#
1186	#inhabile#	#ADJ#	#inhabileté#	#N#	#attitude#	# ATTITUDE#
1187	#jaloux#	#ADJ#	#jalouseté#	#N#	#physique / attitude#	# ATTITUDE#
1188	#joli#	#ADJ#	#joliveté#	#N#	#physique#	#PROPRIETE#
1189	#joyeux#	#ADJ#	#joyeuseté#	#N#	#attitude#	# ATTITUDE#
1190	#lâche#	#ADJ#	#lâcheté#	#N#	#attitude#	# ATTITUDE#
1191	#lascif#	#ADJ#	#lasciveté#	#N#	#attitude#	# ATTITUDE#
1192	#léger#	#ADJ#	#légèreté#	#N#	#physique / attitude#	#PROPRIETE / ATTITUDE#
1193	#leste#	#ADJ#	#lesteté#	#N#	#physique#	#PROPRIETE#
1194	#malhabile#	#ADJ#	#malhabileté#	#N#	#attitude#	# ATTITUDE#
1195	#malhonnête#	#ADJ#	#malhonnêteté#	#N#	#attitude#	# ATTITUDE#
1196	#malpropre#	#ADJ#	#malpropreté#	#N#	#attitude / évaluatif#	# ATTITUDE#
1197	#massif#	#ADJ#	#massiveté#	#N#	#physique#	#PROPRIETE#
1198	#mauvais#	#ADJ#	#mauvaiseté#	#N#	#attitude#	# ATTITUDE#
1199	#méchant#	#ADJ#	#méchanceté#	#N#	#attitude#	# ATTITUDE#
1200	#mièvre#	#ADJ#	#mièvreté#	#N#	#attitude#	# ATTITUDE#
1201	#mitoyen#	#ADJ#	#mitoyenneté#	#N#	#physique#	#PROPRIETE#
1202	#moche#	#ADJ#	#mocheté#	#N#	#physique / attitude#	#PROPRIETE / OBJET CONCRET#
1203	#moyen#	#ADJ#	#moyenneté#	#N#	#évaluatif#	#OCCURRENCE#
1204	#naïf#	#ADJ#	#naïveté#	#N#	#attitude#	# ATTITUDE#
1205	#négatif#	#ADJ#	#négativeté#	#N#	#physique / attitude#	#PROPRIETE#
1206	#net#	#ADJ#	#netteté#	#N#	#physique / attitude#	#PROPRIETE#
1207	#noir#	#ADJ#	#noireté#	#N#	#couleur / attitude#	#OCCURRENCE#
